Region 2018,Catchment Name,LAWA Catchment Identifier,Detailed Category,Area 1996 (ha),Area 2001 (ha),Area 2008 (ha),Area 2012 (ha),Area 2018 (ha),Area as % of Catchment Area 1996 (%),Area as % of Catchment Area 2001 (%),Area as % of Catchment Area 2008 (%),Area as % of Catchment Area 2012 (%),Area as % of Catchment Area 2018 (%),Area change: 2018 area minus 1996 area (ha),Area change as a % of 1996 area (%),Created
West Coast Region,Tiropahi River,1004222,Twelve-mile NZ territorial limit (Marine),1.1,1.1,1.1,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Upper Buller,1000004,Catchment Area,2038.5,2038.5,2038.5,2038.5,2038.5,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Upper Buller,1000004,Indigenous Forest,1598.9,1598.9,1598.9,1598.9,1598.9,78.4,78.4,78.4,78.4,78.4,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Upper Buller,1000004,Tall Tussock Grassland,257.1,257.1,257.1,257.1,257.1,12.6,12.6,12.6,12.6,12.6,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Upper Buller,1000004,High Producing Exotic Grassland,70.9,70.9,70.9,70.9,70.9,3.5,3.5,3.5,3.5,3.5,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Upper Buller,1000004,Gravel or Rock,42.0,42.0,42.0,42.0,42.0,2.1,2.1,2.1,2.1,2.1,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Upper Buller,1000004,Manuka and/or Kanuka,23.5,23.5,23.5,23.5,23.5,1.2,1.2,1.2,1.2,1.2,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Upper Buller,1000004,River,17.4,17.4,17.4,17.4,17.4,0.9,0.9,0.9,0.9,0.9,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Upper Buller,1000004,Alpine Grass/Herbfield,7.7,7.7,7.7,7.7,7.7,0.4,0.4,0.4,0.4,0.4,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Upper Buller,1000004,Lake or Pond,5.7,5.7,5.7,5.7,5.7,0.3,0.3,0.3,0.3,0.3,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Upper Buller,1000004,Landslide,4.3,4.3,4.3,4.3,4.3,0.2,0.2,0.2,0.2,0.2,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Upper Buller,1000004,Sub Alpine Shrubland,4.0,4.0,4.0,4.0,4.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Upper Buller,1000004,Broadleaved Indigenous Hardwoods,3.2,3.2,3.2,3.2,3.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Upper Buller,1000004,Exotic Forest,2.5,2.5,2.5,2.5,2.5,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Upper Buller,1000004,Low Producing Grassland,0.7,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.0,-0.1,-17.6,08/26/2025 16:12:47
West Coast Region,Upper Buller,1000004,Deciduous Hardwoods,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Upper Buller,1000004,Fernland,,0.1,0.1,0.1,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Upper Lakes Rohe,1004201,Catchment Area,750.3,750.3,750.3,750.3,750.3,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Upper Lakes Rohe,1004201,Permanent Snow and Ice,373.0,373.0,373.0,373.0,373.0,49.7,49.7,49.7,49.7,49.7,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Upper Lakes Rohe,1004201,Gravel or Rock,169.5,169.5,169.5,169.5,169.5,22.6,22.6,22.6,22.6,22.6,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Upper Lakes Rohe,1004201,Alpine Grass/Herbfield,105.2,105.2,105.2,105.2,105.2,14.0,14.0,14.0,14.0,14.0,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Upper Lakes Rohe,1004201,Tall Tussock Grassland,82.3,82.3,82.3,82.3,82.3,11.0,11.0,11.0,11.0,11.0,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Upper Lakes Rohe,1004201,Indigenous Forest,12.3,12.3,12.3,12.3,12.3,1.6,1.6,1.6,1.6,1.6,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Upper Lakes Rohe,1004201,Manuka and/or Kanuka,4.4,4.4,4.4,4.4,4.4,0.6,0.6,0.6,0.6,0.6,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Upper Lakes Rohe,1004201,Landslide,2.0,2.0,2.0,2.0,2.0,0.3,0.3,0.3,0.3,0.3,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Upper Lakes Rohe,1004201,Sub Alpine Shrubland,1.7,1.7,1.7,1.7,1.7,0.2,0.2,0.2,0.2,0.2,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waiau River,1004048,Catchment Area,73.8,73.8,73.8,73.8,73.8,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waiau River,1004048,Sub Alpine Shrubland,27.3,27.3,27.3,27.3,27.3,37.0,37.0,37.0,37.0,37.0,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waiau River,1004048,Tall Tussock Grassland,26.2,26.2,26.2,26.2,26.2,35.5,35.5,35.5,35.5,35.5,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waiau River,1004048,Gravel or Rock,10.7,10.7,10.7,10.7,10.7,14.6,14.6,14.6,14.6,14.6,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waiau River,1004048,Alpine Grass/Herbfield,5.2,5.2,5.2,5.2,5.2,7.1,7.1,7.1,7.1,7.1,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waiau River,1004048,Indigenous Forest,3.4,3.4,3.4,3.4,3.4,4.6,4.6,4.6,4.6,4.6,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waiau River,1004048,Low Producing Grassland,0.9,0.9,0.9,0.9,0.9,1.2,1.2,1.2,1.2,1.2,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waiau River,1004048,Lake or Pond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waimakariri River,1004086,Catchment Area,213.1,213.1,213.1,213.1,213.1,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waimakariri River,1004086,Gravel or Rock,80.8,80.8,80.8,80.8,80.8,37.9,37.9,37.9,37.9,37.9,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waimakariri River,1004086,Tall Tussock Grassland,80.2,80.2,80.2,80.2,80.2,37.6,37.6,37.6,37.6,37.6,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waimakariri River,1004086,Sub Alpine Shrubland,41.3,41.3,41.3,41.3,41.3,19.4,19.4,19.4,19.4,19.4,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waimakariri River,1004086,Alpine Grass/Herbfield,9.5,9.5,9.5,9.5,9.5,4.4,4.4,4.4,4.4,4.4,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waimakariri River,1004086,Permanent Snow and Ice,1.4,1.4,1.4,1.4,1.4,0.6,0.6,0.6,0.6,0.6,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waitaha,251,Catchment Area,31534.6,31534.6,31534.6,31534.6,31534.6,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waitaha,251,Indigenous Forest,13036.4,13036.4,13036.4,13019.0,13018.0,41.3,41.3,41.3,41.3,41.3,-18.4,-0.1,08/26/2025 16:12:47
West Coast Region,Waitaha,251,Sub Alpine Shrubland,4784.1,4784.1,4784.1,4784.1,4784.1,15.2,15.2,15.2,15.2,15.2,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waitaha,251,Gravel or Rock,3910.6,3910.6,3834.4,3836.7,3842.2,12.4,12.4,12.2,12.2,12.2,-68.3,-1.8,08/26/2025 16:12:47
West Coast Region,Waitaha,251,Tall Tussock Grassland,3445.1,3445.1,3445.1,3445.1,3445.1,10.9,10.9,10.9,10.9,10.9,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waitaha,251,High Producing Exotic Grassland,3103.3,3104.5,3133.6,3137.3,3137.3,9.8,9.8,9.9,10.0,10.0,33.9,1.1,08/26/2025 16:12:47
West Coast Region,Waitaha,251,Broadleaved Indigenous Hardwoods,819.9,819.9,883.2,874.2,874.2,2.6,2.6,2.8,2.8,2.8,54.3,6.6,08/26/2025 16:12:47
West Coast Region,Waitaha,251,Permanent Snow and Ice,533.2,533.2,533.2,533.2,533.2,1.7,1.7,1.7,1.7,1.7,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waitaha,251,Alpine Grass/Herbfield,522.0,522.0,522.0,522.0,522.0,1.7,1.7,1.7,1.7,1.7,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waitaha,251,River,302.9,302.9,298.4,298.4,298.4,1.0,1.0,1.0,1.0,1.0,-4.5,-1.5,08/26/2025 16:12:47
West Coast Region,Waitaha,251,Exotic Forest,222.5,230.7,348.7,348.7,268.0,0.7,0.7,1.1,1.1,0.9,45.5,20.5,08/26/2025 16:12:47
West Coast Region,Waitaha,251,Gorse and/or Broom,277.4,259.6,254.1,249.6,249.6,0.9,0.8,0.8,0.8,0.8,-27.8,-10.0,08/26/2025 16:12:47
West Coast Region,Waitaha,251,Fernland,156.8,156.8,143.8,143.8,202.5,0.5,0.5,0.5,0.5,0.6,45.7,29.2,08/26/2025 16:12:47
West Coast Region,Waitaha,251,Low Producing Grassland,98.2,106.7,101.8,126.8,122.2,0.3,0.3,0.3,0.4,0.4,24.0,24.5,08/26/2025 16:12:47
West Coast Region,Waitaha,251,Manuka and/or Kanuka,111.9,111.9,109.4,109.4,109.4,0.4,0.4,0.4,0.4,0.4,-2.6,-2.3,08/26/2025 16:12:47
West Coast Region,Waitaha,251,Lake or Pond,45.6,45.6,45.6,45.6,45.6,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waitaha,251,Forest - Harvested,,,,,22.0,,,,,0.1,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waitaha,251,Landslide,21.1,21.1,21.1,21.1,21.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waitaha,251,Matagouri or Grey Scrub,116.6,116.6,12.8,12.8,12.8,0.4,0.4,0.0,0.0,0.0,-103.9,-89.0,08/26/2025 16:12:47
West Coast Region,Waitaha,251,Sand or Gravel,7.8,7.8,7.8,7.8,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waitaha,251,Estuarine Open Water,5.7,5.7,5.7,5.7,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waitaha,251,Herbaceous Freshwater Vegetation,5.6,5.6,5.6,5.6,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waitaha,251,Deciduous Hardwoods,5.3,5.3,5.3,5.3,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waitaha,251,Flaxland,1.8,1.8,1.8,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waitaha,251,Twelve-mile NZ territorial limit (Marine),0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waitaki,1004023,Catchment Area,311.3,311.3,311.3,311.3,311.3,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waitaki,1004023,Permanent Snow and Ice,159.1,159.1,159.1,159.1,159.1,51.1,51.1,51.1,51.1,51.1,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waitaki,1004023,Gravel or Rock,137.7,137.7,137.7,137.7,137.7,44.2,44.2,44.2,44.2,44.2,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waitaki,1004023,Alpine Grass/Herbfield,10.5,10.5,10.5,10.5,10.5,3.4,3.4,3.4,3.4,3.4,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Waitaki,1004023,Tall Tussock Grassland,4.0,4.0,4.0,4.0,4.0,1.3,1.3,1.3,1.3,1.3,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Wanganui River,172,Catchment Area,52148.3,52148.3,52148.3,52148.3,52148.3,100.0,100.0,100.0,100.0,100.0,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Wanganui River,172,Indigenous Forest,15930.0,15925.3,15874.4,15849.4,15829.3,30.6,30.5,30.4,30.4,30.4,-100.6,-0.6,08/26/2025 16:12:47
West Coast Region,Wanganui River,172,Gravel or Rock,7978.7,7920.0,7845.0,7900.7,7900.7,15.3,15.2,15.0,15.2,15.2,-77.9,-1.0,08/26/2025 16:12:47
West Coast Region,Wanganui River,172,Sub Alpine Shrubland,7232.4,7232.4,7232.4,7232.4,7232.4,13.9,13.9,13.9,13.9,13.9,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Wanganui River,172,High Producing Exotic Grassland,6535.4,6579.0,6643.7,6697.8,6711.2,12.5,12.6,12.7,12.8,12.9,175.7,2.7,08/26/2025 16:12:47
West Coast Region,Wanganui River,172,Tall Tussock Grassland,5185.2,5185.2,5185.2,5185.2,5185.2,9.9,9.9,9.9,9.9,9.9,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Wanganui River,172,Permanent Snow and Ice,4351.9,4351.9,4351.9,4351.9,4351.9,8.4,8.4,8.4,8.4,8.4,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Wanganui River,172,Alpine Grass/Herbfield,1880.9,1880.9,1880.9,1880.9,1880.9,3.6,3.6,3.6,3.6,3.6,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Wanganui River,172,River,747.5,747.5,744.1,744.1,744.1,1.4,1.4,1.4,1.4,1.4,-3.5,-0.5,08/26/2025 16:12:47
West Coast Region,Wanganui River,172,Broadleaved Indigenous Hardwoods,631.5,653.3,694.6,668.8,644.9,1.2,1.3,1.3,1.3,1.2,13.4,2.1,08/26/2025 16:12:47
West Coast Region,Wanganui River,172,Lake or Pond,471.7,471.7,471.7,471.7,471.7,0.9,0.9,0.9,0.9,0.9,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Wanganui River,172,Manuka and/or Kanuka,498.4,459.5,451.4,451.4,451.4,1.0,0.9,0.9,0.9,0.9,-47.0,-9.4,08/26/2025 16:12:47
West Coast Region,Wanganui River,172,Low Producing Grassland,180.7,188.6,232.6,198.5,224.3,0.4,0.4,0.5,0.4,0.4,43.6,24.1,08/26/2025 16:12:47
West Coast Region,Wanganui River,172,Herbaceous Freshwater Vegetation,192.5,192.5,192.5,192.5,192.5,0.4,0.4,0.4,0.4,0.4,0.0,0.0,08/26/2025 16:12:47
West Coast Region,Wanganui River,172,Gorse and/or Broom,153.9,170.2,135.9,110.8,110.8,0.3,0.3,0.3,0.2,0.2,-43.1,-28.0,08/26/2025 16:12:47
West Coast Region,Wanganui River,172,Exotic Forest,62.8,62.8,72.0,72.0,60.6,0.1,0.1,0.1,0.1,0.1,-2.2,-3.5,08/26/2025 16:12:47
